Date,Package,Title
10/19/22,RcppQuantuccia,R Bindings to the Calendaring Functionality of 'QuantLib'
10/19/22,ReDaMoR,Relational Data Modeler
10/19/22,RMixtCompIO,Minimal Interface of the C++ 'MixtComp' Library for Mixture Models with Heterogeneous and (Partially) Missing Data
10/19/22,RNeXML,Semantically Rich I/O for the 'NeXML' Format
10/19/22,RSEIS,Seismic Time Series Analysis Tools
10/19/22,rstream,Streams of Random Numbers
10/19/22,sarsop,Approximate POMDP Planning Software
10/19/22,sorcering,Soil Organic Carbon and CN Ratio Driven Nitrogen Modelling Framework
10/19/22,sparseHessianFD,Numerical Estimation of Sparse Hessians
10/19/22,spatstat.utils,Utility Functions for 'spatstat'
10/19/22,tm,Text Mining Package
10/19/22,traudem,Use TauDEM
10/19/22,treemisc,"Data Sets and Functions to Accompany ""Tree-Based Methods for Statistical Learning in R"""
10/18/22,adobeanalyticsr,R Client for 'Adobe Analytics' API 2.0
10/18/22,backbone,Extracts the Backbone from Graphs
10/18/22,bamp,Bayesian Age-Period-Cohort Modeling and Prediction
10/18/22,BCEE,The Bayesian Causal Effect Estimation Algorithm
10/18/22,bipartite,Visualising Bipartite Networks and Calculating Some (Ecological) Indices
10/18/22,bqtl,Bayesian QTL Mapping Toolkit
10/18/22,breakfast,Methods for Fast Multiple Change-Point Detection and Estimation
10/18/22,cartogramR,Continuous Cartogram
10/18/22,CDatanet,Modeling Count Data with Peer Effects
10/18/22,clue,Cluster Ensembles
10/18/22,crs,Categorical Regression Splines
10/18/22,CSHShydRology,Canadian Hydrological Analyses
10/18/22,date,Functions for Handling Dates
10/18/22,DBItest,Testing DBI Backends
10/18/22,digest,Create Compact Hash Digests of R Objects
10/18/22,DTSEA,Drug Target Set Enrichment Analysis
10/18/22,Ease,Simulating Explicit Population Genetics Models
10/18/22,effectsize,Indices of Effect Size
10/18/22,EMMIXSSL,Semi-Supervised Gaussian Mixture Model with a Missing-Data Mechanism
10/18/22,fdrci,Permutation-Based FDR Point and Confidence Interval Estimation
10/18/22,FDX,False Discovery Exceedance Controlling Multiple Testing Procedures
10/18/22,FunctanSNP,Functional Analysis (with Interactions) for Dense SNP Data
10/18/22,GA,Genetic Algorithms
10/18/22,gllm,Generalised log-Linear Model
10/18/22,golem,A Framework for Robust Shiny Applications
10/18/22,gRbase,A Package for Graphical Modelling in R
10/18/22,gridOT,Approximate Optimal Transport Between Two-Dimensional Grids
10/18/22,gtreg,Regulatory Tables for Clinical Research
10/18/22,gunit,Converts Conductance Units
10/18/22,image.dlib,Image Processing Functionality using the 'dlib' Package
10/18/22,instagramadsR,Access to Instagram Ads via the 'Windsor.ai' API
10/18/22,IsoplotR,Statistical Toolbox for Radiometric Geochronology
10/18/22,IsoplotRgui,Web Interface to 'IsoplotR'
10/18/22,isqg,In Silico Quantitative Genetics
10/18/22,jsmodule,'RStudio' Addins and 'Shiny' Modules for Medical Research
10/18/22,kdevine,Multivariate Kernel Density Estimation with Vine Copulas
10/18/22,KoboconnectR,Download Data from Kobotoolbox to R
10/18/22,krm,Kernel Based Regression Models
10/18/22,ldsep,Linkage Disequilibrium Shrinkage Estimation for Polyploids
10/18/22,linkedInadsR,Access to 'LinkedIn' Ads via the 'Windsor.ai' API
10/18/22,lsirm12pl,Latent Space Item Response Model
10/18/22,MantaID,A Machine-Learning Based Tool to Automate the Identification of Biological Database IDs
10/18/22,microsimulation,"Discrete Event Simulation in R and C++, with Tools for Cost-Effectiveness Analysis"
10/18/22,MLEcens,Computation of the MLE for Bivariate Interval Censored Data
10/18/22,mlrCPO,Composable Preprocessing Operators and Pipelines for Machine Learning
10/18/22,mmrm,Mixed Models for Repeated Measures
10/18/22,modeltime,The Tidymodels Extension for Time Series Modeling
10/18/22,modeltime.ensemble,Ensemble Algorithms for Time Series Forecasting with Modeltime
10/18/22,modeltime.resample,Resampling Tools for Time Series Forecasting
10/18/22,momentuHMM,Maximum Likelihood Analysis of Animal Movement Behavior Using Multivariate Hidden Markov Models
10/18/22,mSimCC,Micro Simulation Model for Cervical Cancer Prevention
10/18/22,multimark,Capture-Mark-Recapture Analysis using Multiple Non-Invasive Marks
10/18/22,n1qn1,Port of the 'Scilab' 'n1qn1' Module for Unconstrained BFGS Optimization
10/18/22,neatRanges,Tidy Up Date/Time Ranges
10/18/22,np,Nonparametric Kernel Smoothing Methods for Mixed Data Types
10/18/22,ParBayesianOptimization,Parallel Bayesian Optimization of Hyperparameters
10/18/22,PCICt,Implementation of POSIXct Work-Alike for 365 and 360 Day Calendars
10/18/22,pedgene,Gene-Level Variant Association Tests for Pedigree Data
10/18/22,PINstimation,Estimation of the Probability of Informed Trading
10/18/22,pirouette,Create a Bayesian Posterior from a Phylogeny
10/18/22,PRECAST,Embedding and Clustering with Alignment for Spatial Datasets
10/18/22,PSweight,Propensity Score Weighting for Causal Inference with Observational Studies and Randomized Trials
10/18/22,Pursuit,Projection Pursuit
10/18/22,pvar,Calculation and Application of p-Variation
10/18/22,Qardl,Quantile Autoregressive Distributed Lag Model
10/18/22,RAppArmor,Bindings to AppArmor and Security Related Linux Tools
10/18/22,rayvertex,3D Software Rasterizer
10/18/22,RcppSimdJson,'Rcpp' Bindings for the 'simdjson' Header-Only Library for 'JSON' Parsing
10/18/22,RCT2,Designing and Analyzing Two-Stage Randomized Experiments
10/18/22,RDSsamplesize,RDS Sample Size Estimation and Power Calculation
10/18/22,representr,Create Representative Records After Entity Resolution
10/18/22,rlas,Read and Write 'las' and 'laz' Binary File Formats Used for Remote Sensing Data
10/18/22,Rmixmod,Classification with Mixture Modelling
10/18/22,RMySQL,Database Interface and 'MySQL' Driver for R
10/18/22,rsvg,"Render SVG Images into PDF, PNG, (Encapsulated) PostScript, or Bitmap Arrays"
10/18/22,Runuran,R Interface to the 'UNU.RAN' Random Variate Generators
10/18/22,s2dv,A Set of Common Tools for Seasonal to Decadal Verification
10/18/22,sAIC,Akaike Information Criterion for Sparse Estimation
10/18/22,scuba,Diving Calculations and Decompression Models
10/18/22,shinylight,Web Interface to 'R' Functions
10/18/22,shrinkTVP,Efficient Bayesian Inference for Time-Varying Parameter Models with Shrinkage
10/18/22,signnet,Methods to Analyse Signed Networks
10/18/22,simuclustfactor,Simultaneous Clustering and Factorial Decomposition of Three-Way Datasets
10/18/22,soilDB,Soil Database Interface
10/18/22,ssh,Secure Shell (SSH) Client for R
10/18/22,stfit,Spatio-Temporal Functional Imputation Tool
10/18/22,sys,Powerful and Reliable Tools for Running System Commands in R
10/18/22,Sysrecon,Systematical Metabolic Reconstruction
10/18/22,tabularaster,Tidy Tools for 'Raster' Data
10/18/22,tgp,Bayesian Treed Gaussian Process Models
10/18/22,tidytags,Importing and Analyzing 'Twitter' Data Collected with 'Twitter Archiving Google Sheets'
10/18/22,tiktokadsR,Access to TikTok Ads via the 'Windsor.ai' API
10/18/22,tkrplot,TK Rplot
10/18/22,unix,POSIX System Utilities
10/18/22,unrtf,Extract Text from Rich Text Format (RTF) Documents
10/18/22,updog,Flexible Genotyping for Polyploids
10/18/22,VIGoR,Variational Bayesian Inference for Genome-Wide Regression
10/18/22,webdeveloper,Functions for Web Development
10/18/22,writexl,Export Data Frames to Excel 'xlsx' Format
10/18/22,xfun,Supporting Functions for Packages Maintained by 'Yihui Xie'
10/18/22,yaml,Methods to Convert R Data to YAML and Back
10/17/22,cities,Clinical Trials with Intercurrent Events Simulator
10/17/22,CMMs,Compositional Mediation Model
10/17/22,conos,Clustering on Network of Samples
10/17/22,dabr,Database Management with R
10/17/22,data.table,Extension of 'data.frame'
10/17/22,dint,"A Toolkit for Year-Quarter, Year-Month and Year-Isoweek Dates"
10/17/22,doBy,"Groupwise Statistics, LSmeans, Linear Estimates, Utilities"
10/17/22,drhur,Learning R with Dr. Hu
10/17/22,dynr,Dynamic Models with Regime-Switching
10/17/22,equateMultiple,Equating of Multiple Forms
10/17/22,exams,Automatic Generation of Exams in R
10/17/22,facebookadsR,Access to Facebook Ads via the 'Windsor.ai' API
10/17/22,fda.usc,Functional Data Analysis and Utilities for Statistical Computing
10/17/22,gee,Generalized Estimation Equation Solver
10/17/22,genpathmox,Pathmox Approach Segmentation Tree Analysis
10/17/22,ggstats,Extension to 'ggplot2' for Plotting Stats
10/17/22,googleadsR,Access to Google Ads via the 'Windsor.ai' API
10/17/22,greport,Graphical Reporting for Clinical Trials
10/17/22,html5,Creates Valid HTML5 Strings
10/17/22,ICGE,Estimation of Number of Clusters and Identification of Atypical Units
10/17/22,image.textlinedetector,Segment Images in Text Lines and Words
10/17/22,immunarch,Bioinformatics Analysis of T-Cell and B-Cell Immune Repertoires
10/17/22,isoorbi,Process Orbitrap Iso Data
10/17/22,ivgets,General to Specific Modeling and Indicator Saturation in 2SLS Models
10/17/22,jsonStrings,Manipulation of JSON Strings
10/17/22,KnockoffTrio,Trio Data Analysis with Knockoff Statistics for FDR Control
10/17/22,logconcens,Maximum Likelihood Estimation of a Log-Concave Density Based on Censored Data
10/17/22,metabup,Bayesian Meta-Analysis Using Basic Uncertain Pooling
10/17/22,modelenv,Provide Tools to Register Models for Use in 'tidymodels'
10/17/22,msamp,Estimate Sample Size to Detect Bacterial Contamination in a Product Lot
10/17/22,NCmisc,Miscellaneous Functions for Creating Adaptive Functions and Scripts
10/17/22,ndjson,Wicked-Fast Streaming 'JSON' ('ndjson') Reader
10/17/22,noisemodel,Noise Models for Classification Datasets
10/17/22,openeo,Client Interface for 'openEO' Servers
10/17/22,openssl,"Toolkit for Encryption, Signatures and Certificates Based on OpenSSL"
10/17/22,OryzaProbe,"Rice Microarray Probe ID Conversion, from Probe ID to RAP-DB ID"
10/17/22,PAMmisc,Miscellaneous Functions for Passive Acoustic Analysis
10/17/22,pinterestadsR,Access to Pinterest Ads via the 'Windsor.ai' API
10/17/22,plotdap,Easily Visualize Data from 'ERDDAP' Servers via the 'rerddap' Package
10/17/22,quadcleanR,Cleanup and Visualization of Quadrat Data
10/17/22,rddi,R Interface to DDI Codebook 2.5
10/17/22,reportRmd,Tidy Presentation of Clinical Reporting
10/17/22,rstpm2,"Smooth Survival Models, Including Generalized Survival Models"
10/17/22,rTRIPLEXCWFlux,Carbon-Water Coupled Model
10/17/22,rvinecopulib,High Performance Algorithms for Vine Copula Modeling
10/17/22,SoilTaxonomy,A System of Soil Classification for Making and Interpreting Soil Surveys
10/17/22,specieschrom,The Species Chromatogram
10/17/22,starry,Explore Data with Plots and Tables
10/17/22,tables,Formula-Driven Table Generation
10/17/22,TDAvec,Vector Summaries of Persistence Diagrams
10/17/22,Tplyr,A Traceability Focused Grammar of Clinical Data Summary
10/17/22,tpr,Temporal Process Regression
10/17/22,wrMisc,Analyze Experimental High-Throughput (Omics) Data
10/16/22,africamonitor,Africa Macroeconomic Monitor Database API
10/16/22,BRINDA,Computation of BRINDA Adjusted Micronutrient Biomarkers for Inflammation
10/16/22,Ecdat,Data Sets for Econometrics
10/16/22,EpiInvert,Incidence Curve Decomposition by Inverting the Renewal Equation
10/16/22,expss,"Tables, Labels and Some Useful Functions from Spreadsheets and 'SPSS' Statistics"
10/16/22,factset.protobuf.stach.v2,'FactSet' 'STACH V2' Library
10/16/22,fdm2id,Data Mining and R Programming for Beginners
10/16/22,filearray,File-Backed Array for Out-of-Memory Computation
10/16/22,geocmeans,Implementing Methods for Spatial Fuzzy Unsupervised Classification
10/16/22,ggbreak,Set Axis Break for 'ggplot2'
10/16/22,gghighlight,Highlight Lines and Points in 'ggplot2'
10/16/22,gginnards,Explore the Innards of 'ggplot2' Objects
10/16/22,ggpmisc,Miscellaneous Extensions to 'ggplot2'
10/16/22,ggspectra,Extensions to 'ggplot2' for Radiation Spectra
10/16/22,ggstatsplot,'ggplot2' Based Plots with Statistical Details
10/16/22,gsw,Gibbs Sea Water Functions
10/16/22,ichimoku,Visualization and Tools for Ichimoku Kinko Hyo Strategies
10/16/22,IRISSeismic,Classes and Methods for Seismic Data Analysis
10/16/22,languageserver,Language Server Protocol
10/16/22,mark,"Miscellaneous, Analytic R Kernels"
10/16/22,matrixdist,Statistics for Matrix Distributions
10/16/22,mikropml,User-Friendly R Package for Supervised Machine Learning Pipelines
10/16/22,pdftools,"Text Extraction, Rendering and Converting of PDF Documents"
10/16/22,photobiology,Photobiological Calculations
10/16/22,PKNCA,Perform Pharmacokinetic Non-Compartmental Analysis
10/16/22,Rborist,"Extensible, Parallelizable Implementation of the Random Forest Algorithm"
10/16/22,readwritesqlite,Enhanced Reading and Writing for 'SQLite' Databases
10/16/22,recipes,Preprocessing and Feature Engineering Steps for Modeling
10/16/22,rerddapXtracto,Extracts Environmental Data from 'ERDDAP' Web Services
10/16/22,Rlof,R Parallel Implementation of Local Outlier Factor(LOF)
10/16/22,ROI.plugin.qpoases,'qpOASES' Plugin for the 'R' Optimization Infrastructure
10/16/22,rrapply,Revisiting Base Rapply
10/16/22,semmcci,Monte Carlo Confidence Intervals in Structural Equation Modeling
10/16/22,shidashi,A Shiny Dashboard Template System
10/16/22,simET,Evapotranspiration Simulation and Soil Water Balance under Field
10/16/22,spcr,Sparse Principal Component Regression
10/16/22,SPECK,Receptor Abundance Estimation using Reduced Rank Reconstruction and Clustered Thresholding
10/16/22,sperrorest,Perform Spatial Error Estimation and Variable Importance Assessment
10/16/22,Spillover,Spillover/Connectedness Index Based on VAR Modelling
10/16/22,startup,Friendly R Startup Configuration
10/16/22,threeBrain,3D Brain Visualization
10/16/22,tidyhydat,Extract and Tidy Canadian 'Hydrometric' Data
10/16/22,timeSeries,Financial Time Series Objects (Rmetrics)
10/16/22,unitquantreg,Parametric Quantile Regression Models for Bounded Data
10/16/22,vistime,Pretty Timelines in R
10/16/22,vscc,Variable Selection for Clustering and Classification
10/16/22,walker,Bayesian Generalized Linear Models with Time-Varying Coefficients
10/16/22,xts,eXtensible Time Series
10/15/22,AutoScore,An Interpretable Machine Learning-Based Automatic Clinical Score Generator
10/15/22,ContRespPP,Predictive Probability for a Continuous Response with an ANOVA Structure
10/15/22,deforestable,Classify RGB Images into Forest or Non-Forest
10/15/22,familiar,End-to-End Automated Machine Learning and Model Evaluation
10/15/22,fwildclusterboot,Fast Wild Cluster Bootstrap Inference for Linear Models
10/15/22,ggsurvfit,Flexible Time-to-Event Figures
10/15/22,googleAnalyticsR,Google Analytics API into R
10/15/22,gRim,Graphical Interaction Models
10/15/22,opencv,Bindings to 'OpenCV' Computer Vision Library
10/15/22,photobiologyInOut,Read Spectral and Logged Data from Foreign Files
10/15/22,ravedash,Dashboard System for Reproducible Visualization of 'iEEG'
10/15/22,roger,Automated Grading of R Scripts
10/15/22,tracee,Easily Save Output and Trace it Back to Code
10/15/22,UnifiedDoseFinding,Dose-Finding Methods for Non-Binary Outcomes
10/14/22,admiral,ADaM in R Asset Library
10/14/22,agroclim,Climatic Indices for Agriculture
10/14/22,Anaconda,Targeted Differential and Global Enrichment Analysis of Taxonomic Rank by Shared Asvs
10/14/22,BaM,"Functions and Datasets for ""Bayesian Methods: A Social and Behavioral Sciences Approach"""
10/14/22,bigstatsr,Statistical Tools for Filebacked Big Matrices
10/14/22,brotli,A Compression Format Optimized for the Web
10/14/22,bullishTrader,Bullish Trading Strategies Through Graphs
